Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR22508983,2022-12-02 15:27:45,2022-12-02 15:23:50,7553358,1087683552,0,144,349,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508983/SRR22508983.lite.1,SRX18473852,263.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947583,SAMN32008069,simple,37657,Silene latifolia,combined.263.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,F3831BF12139E28BF2C738C36DC9CC5E,FB6D6E70DC6879B608F5BB27FFDAD8A8
SRR22479174,2022-12-01 09:46:47,2022-12-01 09:36:56,52044,7494336,0,144,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479174/SRR22479174.lite.1,SRX18444689,263.O1,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925837,SAMN31967949,simple,37657,Silene latifolia,combined.263.O1,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,FB4EA683772F3E1CBEE76CA5D7150170,8F358ABD81E01738EAD8FBEE6E430FF7
SRR22508982,2022-12-02 15:25:50,2022-12-02 15:23:00,706804,101779776,0,144,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508982/SRR22508982.lite.1,SRX18473853,263.O2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947584,SAMN32008070,simple,37657,Silene latifolia,combined.263.O2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,F2F70C02BE5AAA68853518A5998276C8,5BD4A6F78A888175B357805379C23EA3
SRR22479175,2022-12-01 09:46:47,2022-12-01 09:38:29,6489862,934540128,0,144,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479175/SRR22479175.lite.1,SRX18444688,263M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925836,SAMN31967948,simple,37657,Silene latifolia,combined.263M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,A0672151EF5813E6D90F723680AD874A,6C259A4AD0CCA1A919BB90CF6C325141
SRR22508981,2022-12-02 15:27:45,2022-12-02 15:23:14,2129824,306694656,0,144,127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508981/SRR22508981.lite.1,SRX18473854,264M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947585,SAMN32008071,simple,37657,Silene latifolia,combined.264M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,7BEB52011389D3F4B12CCC890BAE68AD,63422941E12EBFE810F50CA12BE1060C
SRR22508980,2022-12-02 15:27:45,2022-12-02 15:24:20,10008793,1441266192,0,144,511,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508980/SRR22508980.lite.1,SRX18473855,265M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947586,SAMN32008072,simple,37657,Silene latifolia,combined.265M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,B9BBE7F3E2B24BC0C1A8834C12C6F0D5,645957B6FB199BE7FC5A6B2A8ABDAA16
SRR22469678,2022-11-30 17:46:04,2022-11-30 15:43:12,20875974,3006140256,0,144,981,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469678/SRR22469678.lite.1,SRX18436139,266.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917875,SAMN31948597,simple,37657,Silene latifolia,combined.266.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,77F141A3E01CB5929BD053297CFFBA82,9038E85D2DC13829E71C9E6A8C481CF1
SRR22479173,2022-12-01 09:46:47,2022-12-01 09:38:03,6196476,892292544,0,144,292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479173/SRR22479173.lite.1,SRX18444690,266.O1,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925838,SAMN31967950,simple,37657,Silene latifolia,combined.266.O1,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,729F4AFFE7BD1EE737ECCC88D7785995,0352F106466DF22E1935038AEE9E2FAF
SRR22479170,2022-12-01 09:46:47,2022-12-01 09:37:36,3365105,484575120,0,144,157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479170/SRR22479170.lite.1,SRX18444693,266.O2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925841,SAMN31967951,simple,37657,Silene latifolia,combined.266.O2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,FFBAD8DC340A055602CCCAB8DAB625B8,07FEDD37B3EE989F6EBCECF840A4E779
SRR22469812,2022-11-30 17:46:02,2022-11-30 15:42:47,10618540,1529069760,0,144,498,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469812/SRR22469812.lite.1,SRX18436005,267.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917741,SAMN31948761,simple,37657,Silene latifolia,combined.267.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,FC4E5E08DC7927DB5B52599E5A0DE24C,CB8E9072553E20D87DC2247B1F447FCC
SRR22508978,2022-12-02 15:25:50,2022-12-02 15:22:46,40905,5890320,0,144,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508978/SRR22508978.lite.1,SRX18473857,267.O2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947588,SAMN32008074,simple,37657,Silene latifolia,combined.267.O2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,98EAA923231DC7F2AFE7F3289095B7A9,BE6CDC2E6C393A0BF5C0312A547C59E7
SRR22508979,2022-12-02 15:25:50,2022-12-02 15:23:07,1752418,252348192,0,144,83,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508979/SRR22508979.lite.1,SRX18473856,267.O_2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947587,SAMN32008073,simple,37657,Silene latifolia,combined.267.O_2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,1BF0871258D68FAB25C0F9AE170B53F1,0F56031B1E3C7558796746FB4723342D
SRR22479169,2022-12-01 09:46:47,2022-12-01 09:37:25,2063788,297185472,0,144,103,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479169/SRR22479169.lite.1,SRX18444694,268.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925842,SAMN31967952,simple,37657,Silene latifolia,combined.268.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,FED57590E027DBD835C5907069F28810,EDF732F2922A876788A99826013B1715
SRR22469763,2022-11-30 17:46:03,2022-11-30 15:43:59,22835328,3288287232,0,144,1080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469763/SRR22469763.lite.1,SRX18436053,269.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917789,SAMN31948585,simple,37657,Silene latifolia,combined.269.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,98C633123C190600574BB9AAF18599C1,5DDB6BCDBC1EFA39B3FC6D42FEAD398F
SRR22469733,2022-11-30 16:11:52,2022-11-30 15:41:56,12890739,1856266416,0,144,560,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469733/SRR22469733.lite.1,SRX18436083,269M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917819,SAMN31948699,simple,37657,Silene latifolia,combined.269M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,0B14EF1293BDD72E879DF10956D2C7C7,861E68428A767F43EE67AF6360ACADB0
SRR22479168,2022-12-01 09:46:47,2022-12-01 09:37:01,448770,64622880,0,144,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479168/SRR22479168.lite.1,SRX18444695,270.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925843,SAMN31967953,simple,37657,Silene latifolia,combined.270.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,2100ACBF13C2FD0301DA2853AD13E28E,57A93FD3438140BB46477EF0B686541B
SRR22479167,2022-12-01 09:46:47,2022-12-01 09:37:00,440868,63484992,0,144,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479167/SRR22479167.lite.1,SRX18444696,270M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925844,SAMN31967954,simple,37657,Silene latifolia,combined.270M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,7D1B4D8B93651E3AC050880824097CBC,7C60808E5A45E07FD37F5FAB7CB07B18
SRR22479166,2022-12-01 09:46:47,2022-12-01 09:37:55,6487810,934244640,0,144,298,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479166/SRR22479166.lite.1,SRX18444697,271.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925845,SAMN31967955,simple,37657,Silene latifolia,combined.271.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,767D49DAD64C49775C3EF4FEEA4154BB,989A01D62B350A26AF55EE3A704FC0CD
SRR22479165,2022-12-01 09:46:47,2022-12-01 09:37:28,2756259,396901296,0,144,125,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479165/SRR22479165.lite.1,SRX18444698,273M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925846,SAMN31967956,simple,37657,Silene latifolia,combined.273M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,0F40E8B7B742DF66161D074DC3F1D606,D81EC98CECC08E4BE3DDB0E9BB6CEB2B
SRR22479164,2022-12-01 09:46:47,2022-12-01 09:37:01,625239,90034416,0,144,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479164/SRR22479164.lite.1,SRX18444699,274M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925847,SAMN31967957,simple,37657,Silene latifolia,combined.274M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,2DED961217D347EE394863C6827F43B9,820B994D3A8DE2CCABD1D75FCDE30FB1
SRR22508977,2022-12-02 15:25:50,2022-12-02 15:23:00,1252103,180302832,0,144,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508977/SRR22508977.lite.1,SRX18473858,277.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947589,SAMN32008075,simple,37657,Silene latifolia,combined.277.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,39D6C442F6748B0699F05A8B1FE9263C,E3FA458507EB93B4D70121857952E1A4
SRR22469729,2022-11-30 17:46:03,2022-11-30 15:42:12,12824879,1846782576,0,144,565,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469729/SRR22469729.lite.1,SRX18436087,277.O1,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917823,SAMN31948703,simple,37657,Silene latifolia,combined.277.O1,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,A24B2C3894D818381708E9FDE6585B07,928528FD0D3F5ACAB528D90915E49350
SRR22469773,2022-11-30 17:46:03,2022-11-30 15:45:53,27864410,4012475040,0,144,1214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469773/SRR22469773.lite.1,SRX18436043,277.O2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917779,SAMN31948576,simple,37657,Silene latifolia,combined.277.O2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,767F5165BA2A6AFBC83AEE1A5258AE48,99A451796B9E7F726A7CF325C823C17A
SRR22479163,2022-12-01 09:46:47,2022-12-01 09:37:39,2727674,392785056,0,144,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479163/SRR22479163.lite.1,SRX18444700,278M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925848,SAMN31967958,simple,37657,Silene latifolia,combined.278M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,D33050AB64F126B54ED1D77A41EAE11B,288BC9DE577A64CBAC1E277F472AB3DA
SRR22508976,2022-12-02 15:25:50,2022-12-02 15:23:12,1490842,214681248,0,144,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508976/SRR22508976.lite.1,SRX18473859,27M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947590,SAMN32008076,simple,37657,Silene latifolia,combined.27M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,1B60C068FBD978510225432396E64077,BF844796755C024F0D87EC4853814209
SRR22508974,2022-12-02 15:25:50,2022-12-02 15:22:51,421949,60760656,0,144,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508974/SRR22508974.lite.1,SRX18473861,28.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947592,SAMN32008077,simple,37657,Silene latifolia,combined.28.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,05B43E1B7DA0672B6701F1027BD07DB1,448E8E588D3CA38B9CCFC45BD0E1B6D0
SRR22469883,2022-11-30 17:46:02,2022-11-30 15:43:09,11666685,1680002640,0,144,519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469883/SRR22469883.lite.1,SRX18435934,280.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917670,SAMN31948729,simple,37657,Silene latifolia,combined.280.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,F22C08BDFDE0C49D588E7AE42CD53782,3239DF838498996EC8B8C37F1AE2FAED
SRR22479162,2022-12-01 09:46:47,2022-12-01 09:37:00,1086515,156458160,0,144,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479162/SRR22479162.lite.1,SRX18444701,280.O1,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925849,SAMN31967959,simple,37657,Silene latifolia,combined.280.O1,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,CFAD651832906362270A8A40BC9CAFE8,AFA9157B122F9AE8A2D9205EB542148F
SRR22508973,2022-12-02 15:25:50,2022-12-02 15:22:52,935108,134655552,0,144,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508973/SRR22508973.lite.1,SRX18473862,281M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947593,SAMN32008078,simple,37657,Silene latifolia,combined.281M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,63D079DCAF1E4E1F60F0C2E3D9590659,9F8ED7C93F9BEC60BC0321F13C22C7F1
SRR22479161,2022-12-01 09:46:47,2022-12-01 09:37:03,310029,44644176,0,144,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479161/SRR22479161.lite.1,SRX18444702,282NR.NR,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925850,SAMN31967960,simple,37657,Silene latifolia,combined.282NR.NR,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,C7978E40417EFF26FE25F5E95ABBC800,766F43D1650C588A27832191870132D6
SRR22469769,2022-11-30 17:46:03,2022-11-30 15:44:09,24463464,3522738816,0,144,1123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469769/SRR22469769.lite.1,SRX18436047,284.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917783,SAMN31948580,simple,37657,Silene latifolia,combined.284.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,408AD2C74ADFC4EF66B888B86558203D,77FE0F9CCFC4AB82DD0C0D6D8034A58F
SRR22479159,2022-12-01 09:46:47,2022-12-01 09:37:02,179319,25821936,0,144,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479159/SRR22479159.lite.1,SRX18444704,284.O2,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925852,SAMN31967961,simple,37657,Silene latifolia,combined.284.O2,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,5EF68637F6827514951462F766EDA800,25F9A5B5785E06E9C53AF2E28ED1FE28
SRR22469929,2022-11-30 17:46:01,2022-11-30 15:43:54,18783629,2704842576,0,144,857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469929/SRR22469929.lite.1,SRX18435889,284.O_4,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917625,SAMN31948623,simple,37657,Silene latifolia,combined.284.O_4,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,FE61FF82E6488B69440A15E6C67353FE,99B18B73F5B6211F9543AC61A8D8B94C
SRR22469895,2022-11-30 17:46:01,2022-11-30 15:43:04,12030257,1732357008,0,144,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469895/SRR22469895.lite.1,SRX18435922,285.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917658,SAMN31948718,simple,37657,Silene latifolia,combined.285.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,EC886936B31D0364CB4B7737EFE56FCC,5D7DAA6F5CF7C2DDC93D64BE4ACAABB6
SRR22508972,2022-12-02 15:27:45,2022-12-02 15:23:21,3048852,439034688,0,144,137,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22508/SRR22508972/SRR22508972.lite.1,SRX18473863,287.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15947594,SAMN32008079,simple,37657,Silene latifolia,combined.287.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1551567,,public,12AE434549F322154601CD14BF5127C9,776E6BC309760C2C1B073E94D1005F77
SRR22479158,2022-12-01 09:46:47,2022-12-01 09:36:59,267001,38448144,0,144,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479158/SRR22479158.lite.1,SRX18444705,289.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925853,SAMN31967962,simple,37657,Silene latifolia,combined.289.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,1B3FA5E249D0F6F5094D14D2B421608C,244F589A3826083B25B9AD144E6ED10A
SRR22469816,2022-11-30 17:46:02,2022-11-30 15:42:46,10911250,1571220000,0,144,491,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469816/SRR22469816.lite.1,SRX18436001,291.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917737,SAMN31948757,simple,37657,Silene latifolia,combined.291.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,B2178E5E9F21BE90970D18E57A402CA6,47264BC766D46DA33CA3DBF3EC785605
SRR22479157,2022-12-01 09:46:47,2022-12-01 09:37:04,1068147,153813168,0,144,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479157/SRR22479157.lite.1,SRX18444706,292NR.NR,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925854,SAMN31967963,simple,37657,Silene latifolia,combined.292NR.NR,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,8365CD33D1734CD6D9FE97B554798A7A,1949A9CC637F116FC39424B1E2B6A3E6
SRR22479156,2022-12-01 09:46:47,2022-12-01 09:37:27,3258245,469187280,0,144,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479156/SRR22479156.lite.1,SRX18444707,293.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925855,SAMN31967964,simple,37657,Silene latifolia,combined.293.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,680F912A58C774CA9BC7E976CAF69BF3,7207CEAEAE6E71451379A6B50D5DF1DD
SRR22469641,2022-11-30 16:11:54,2022-11-30 15:41:07,8514371,1226069424,0,144,397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22469/SRR22469641/SRR22469641.lite.1,SRX18436176,294.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15917912,SAMN31948826,simple,37657,Silene latifolia,combined.294.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1549914,,public,45294D311A57658DF9C237AAB84C2745,B0890A453C45DCC4B7E8DAC1DAB13ACF
SRR22479155,2022-12-01 09:46:47,2022-12-01 09:37:04,574407,82714608,0,144,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479155/SRR22479155.lite.1,SRX18444708,295M.M,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925856,SAMN31967965,simple,37657,Silene latifolia,combined.295M.M,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,A85F1BDE33C0957B180C6031933552B9,A8761E6E2A39DDF01A530635133EC7CE
SRR22479154,2022-12-01 09:46:47,2022-12-01 09:37:03,130719,18823536,0,144,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR022/22479/SRR22479154/SRR22479154.lite.1,SRX18444709,296.F,RAD-Seq,Restriction Digest,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP410689,PRJNA907022,,907022,SRS15925857,SAMN31967966,simple,37657,Silene latifolia,combined.296.F,,,,,,,no,,,,,UNIVERSITY OF KANSAS,SRA1550304,,public,9B566604D52AE8717F56D87DABC43AAB,BB34E0F8576528B9155EA1D2EFBD968A
